iter	Logloss
493	0.1385686839
494	0.1384146037
495	0.1381807327
496	0.1378666383
497	0.1377723835
498	0.1374098725
499	0.1371930617
500	0.1371202645
501	0.1369465016
502	0.1367509895
503	0.1365954788
504	0.1363374922
505	0.1360850864
506	0.1358869076
507	0.135714478
508	0.1355531657
509	0.1353964982
510	0.1351736652
511	0.1349225397
512	0.1346126574
513	0.1343825305
514	0.134180325
515	0.1340216001
516	0.1337713047
517	0.1336283772
518	0.1334134914
519	0.1332613186
520	0.1330373552
521	0.1328841492
522	0.1327356851
523	0.132517691
524	0.1322466709
525	0.1320017709
526	0.1318204315
527	0.1316137137
528	0.1315049684
529	0.1313860858
530	0.1311601709
531	0.1308484077
532	0.130586218
533	0.1304332945
534	0.1302405287
535	0.1299744447
536	0.1298439591
537	0.1296306186
538	0.1293959353
539	0.1291448628
540	0.1288365258
541	0.1287352156
542	0.1285594923
543	0.1284730699
544	0.1283539843
545	0.1281143559
546	0.1279833052
547	0.1277341225
548	0.1275158282
549	0.1273677791
550	0.12714937
551	0.1269821414
552	0.1268163081
553	0.1266292731
554	0.1265567497
555	0.1263651936
556	0.1262109456
557	0.1260410768
558	0.1258079741
559	0.1256238973
560	0.1254673711
561	0.1252385599
562	0.1250081504
563	0.1248220073
564	0.1245630759
565	0.1242916319
566	0.1241465675
567	0.1241016035
568	0.1239178269
569	0.1236657037
570	0.1234505088
571	0.1233373571
572	0.1232616195
573	0.1230230685
574	0.1229089631
575	0.1227276767
576	0.1226046615
577	0.1223782345
578	0.1222217701
579	0.12202194
580	0.1218744296
581	0.1216489915
582	0.1215318574
583	0.1214354038
584	0.1211664412
585	0.1210071334
586	0.120819339
587	0.1205549064
588	0.1203607895
589	0.1202343835
590	0.1201603236
591	0.1200585719
592	0.119836454
593	0.1197235496
594	0.1194460657
595	0.1193367817
596	0.1192103492
597	0.1190343168
598	0.1189728225
599	0.1188464165
600	0.1186659778
601	0.1184807707
602	0.1183326686
603	0.1180633792
604	0.1178708076
605	0.1175391056
606	0.117389573
607	0.117166943
608	0.1168942187
609	0.1166851432
610	0.1165174908
611	0.1164062465
612	0.1163012893
613	0.1161720576
614	0.1159898263
615	0.1157985882
616	0.1156522433
617	0.1155540325
618	0.1154292866
619	0.1153191461
620	0.1151908769
621	0.1150808864
622	0.114862027
623	0.1146951428
624	0.114621445
625	0.1145209913
626	0.1143191479
627	0.1141725293
628	0.1139684606
629	0.113807272
630	0.1136179235
631	0.1134678523
632	0.1133503561
633	0.1132093712
634	0.1130306986
635	0.1129379626
636	0.1127788756
637	0.1125347703
638	0.1123069834
639	0.1122332679
640	0.1119952732
641	0.1118083707
642	0.1117222221
643	0.1116394643
644	0.1115040603
645	0.1113944937
646	0.1112832846
647	0.1110713217
648	0.1108483385
649	0.1107246964
650	0.1105999593
651	0.110481324
652	0.1103730202
653	0.110223779
654	0.110128438
655	0.1100654072
656	0.1099312482
657	0.1098040475
658	0.1097459263
659	0.1095506174
660	0.1093768897
661	0.109206076
662	0.109105481
663	0.1089385527
664	0.1087311462
665	0.1086022766
666	0.1085543191
667	0.1084571061
668	0.1083692621
669	0.1082201004
670	0.1081246447
671	0.1079190572
672	0.107718971
673	0.1076610265
674	0.1075273443
675	0.1073877193
676	0.1072962902
677	0.1071158162
678	0.1069652858
679	0.1067523956
680	0.1065287678
681	0.1064538867
682	0.1063756766
683	0.1062524407
684	0.1061459206
685	0.1060262433
686	0.1059112549
687	0.1057975027
688	0.1056194482
689	0.1054704101
690	0.1054196358
691	0.1053005413
692	0.1051230342
693	0.1050538664
694	0.1049160604
695	0.1048196333
696	0.1046649262
697	0.1045667507
698	0.1044346668
699	0.1042278784
700	0.1041191949
701	0.104038318
702	0.103973477
703	0.1037872456
704	0.1036179331
705	0.1035486327
706	0.103453283
707	0.103337959
708	0.1031829693
709	0.1029056796
710	0.1027410737
711	0.1026471986
712	0.1025234328
713	0.1024294606
714	0.1023038052
715	0.1022522096
716	0.1021483209
717	0.1020022675
718	0.1018998711
719	0.1017468682
720	0.1016077819
721	0.101439114
722	0.1012677528
723	0.1011681027
724	0.1011272183
725	0.1009641135
726	0.100813901
727	0.1006600062
728	0.1005203989
729	0.100441447
730	0.1003969157
731	0.1002584917
732	0.1001339047
733	0.1000291506
734	0.09996551938
735	0.09986293757
736	0.09974546786
737	0.09960043872
738	0.09947285829
739	0.09939591973
740	0.09933445189
741	0.09922054079
742	0.09913680289
743	0.09903691433
744	0.09886950917
745	0.09881870835
746	0.09873785796
747	0.0986032486
748	0.09842779018
749	0.09828631083
750	0.09806945589
751	0.09790009039
752	0.09773401861
753	0.09757132
754	0.09747336529
755	0.09728911188
756	0.09717953647
757	0.09710108792
758	0.09702394627
759	0.09691466226
760	0.0967792405
761	0.0967003946
762	0.09656590003
763	0.09643418701
764	0.09626848609
765	0.09615262349
766	0.09603625757
767	0.09588895021
768	0.09580163602
769	0.09567893876
770	0.09554981302
771	0.09539587409
772	0.09527681492
773	0.09516568537
774	0.09502190131
775	0.09483157264
776	0.0947241165
777	0.09455064491
778	0.09439743007
779	0.09430617756
780	0.09417770527
781	0.09403440687
782	0.09387129324
783	0.09378837656
784	0.09367722052
785	0.09362174847
786	0.0935579141
787	0.09349114807
788	0.09334710792
789	0.09325554636
790	0.09315409484
791	0.09306860853
792	0.0929565518
793	0.09280829959
794	0.09275457594
795	0.09260862845
796	0.09245076003
797	0.09229531995
798	0.09225372032
799	0.09209791819
800	0.09189171261
801	0.09186281981
802	0.09169024008
803	0.09156295105
804	0.091395228
805	0.09126922819
806	0.09113873376
807	0.0909892718
808	0.09091949463
809	0.09083410546
810	0.09077721172
811	0.09067591031
812	0.09053954372
813	0.09036327291
814	0.09024044319
815	0.09017524896
816	0.0900303876
817	0.08994270254
818	0.08986370652
819	0.08964718713
820	0.08951369921
821	0.08930491518
822	0.08919968428
823	0.08911870144
824	0.08903949349
825	0.08885210532
826	0.08873936865
827	0.08864773644
828	0.08856130529
829	0.08845695743
830	0.0883663672
831	0.08833333298
832	0.08816500063
833	0.08808508626
834	0.08798154195
835	0.08789871357
836	0.08784173153
837	0.08778300109
838	0.08774367085
839	0.08759912738
840	0.08751067409
841	0.08744096756
842	0.08728514777
843	0.08719220868
844	0.08695480559
845	0.08685040474
846	0.08678212872
847	0.08673583137
848	0.08655883648
849	0.08647632599
850	0.0863633509
851	0.08620788433
852	0.08610057831
853	0.08594172972
854	0.0858404813
855	0.0857668806
856	0.08569938165
857	0.08563322491
858	0.08547100314
859	0.08536554266
860	0.08526178643
861	0.08516149168
862	0.08498576835
863	0.08483319812
864	0.08471073928
865	0.08458740623
866	0.08452929391
867	0.0844367875
868	0.08433935377
869	0.08418092904
870	0.08412419425
871	0.08405871745
872	0.08404482736
873	0.0839244348
874	0.08378629331
875	0.08365548099
876	0.08355015296
877	0.08348623912
878	0.08335746659
879	0.08322635403
880	0.08315586161
881	0.08311273434
882	0.08304037871
883	0.08299297757
884	0.08292373021
885	0.0828561253
886	0.0827796106
887	0.08269278208
888	0.08263633869
889	0.082475362
890	0.08238299688
891	0.08221501774
892	0.08215058291
893	0.08208340186
894	0.08193715413
895	0.0818149602
896	0.08162838441
897	0.08149893196
898	0.08145353529
899	0.08133079388
900	0.08120423776
901	0.08113712735
902	0.08111304707
903	0.08098335619
904	0.08088791812
905	0.08071307783
906	0.08066862601
907	0.08054050693
908	0.08041057763
909	0.08032277778
910	0.08026568095
911	0.08018096288
912	0.08008529522
913	0.08003433545
914	0.07998461194
915	0.07990367324
916	0.07977711713
917	0.07966184616
918	0.0796043343
919	0.07952294526
920	0.07943474805
921	0.07928355535
922	0.0791678517
923	0.07898822537
924	0.07889886256
925	0.07871283425
926	0.07864155593
927	0.07856913849
928	0.0784795196
929	0.07840140661
930	0.07830656899
931	0.07821222588
932	0.07815892608
933	0.0780839037
934	0.07795187279
935	0.07778858255
936	0.07772571952
937	0.07761699182
938	0.0775607427
939	0.07749376474
940	0.07733913704
941	0.0772306301
942	0.07719440813
943	0.07713727598
944	0.07704922005
945	0.07700958958
946	0.07687444157
947	0.07679535724
948	0.07670402527
949	0.0766604035
950	0.07656909801
951	0.0764302501
952	0.0763507949
953	0.07629585266
954	0.07622934271
955	0.07614680573
956	0.07603318603
957	0.07599600156
958	0.07592822887
959	0.07583056556
960	0.07573446521
961	0.07565083327
962	0.07560825348
963	0.07554506373
964	0.07544678229
965	0.07536608201
966	0.07532762598
967	0.07528273265
968	0.07521713222
969	0.07516129812
970	0.07510027179
971	0.07497351258
972	0.07492677371
973	0.07486754877
974	0.07469738854
975	0.07461138125
976	0.07452948888
977	0.07446663468
978	0.07441145402
979	0.07433456845
980	0.07429330437
981	0.07422163751
982	0.07416092908
983	0.07408634822
984	0.0740068312
985	0.07395570366
986	0.07388657111
987	0.07382380079
988	0.07378546397
989	0.07366995017
990	0.07359762987
991	0.07356528441
992	0.0735175433
993	0.07347522842
994	0.07338955667
995	0.07328564149
996	0.07315916485
997	0.0730562475
998	0.07304083418
999	0.07290371259
