iter	Logloss
404	0.4772023801
405	0.4770685832
406	0.4770232307
407	0.4769780194
408	0.476900242
409	0.4768324252
410	0.4767504092
411	0.4766745391
412	0.476578006
413	0.476458055
414	0.4764222746
415	0.4762363787
416	0.4761503361
417	0.4760807179
418	0.475930885
419	0.4758613728
420	0.4757501108
421	0.4757032041
422	0.4755997481
423	0.4755114803
424	0.475410744
425	0.4752812562
426	0.4752033375
427	0.4750779117
428	0.475014404
429	0.4749824736
430	0.4748887309
431	0.474786935
432	0.474696124
433	0.4746398219
434	0.4745409224
435	0.4744899185
436	0.4744117878
437	0.4743002079
438	0.4741976703
439	0.4741213057
440	0.4740185561
441	0.473931136
442	0.473895956
443	0.4737323478
444	0.4735725544
445	0.4734782113
446	0.4733877888
447	0.4732844035
448	0.4732366491
449	0.4731698213
450	0.473091514
451	0.4730400863
452	0.4729184045
453	0.472840839
454	0.4727544078
455	0.472708914
456	0.4725919653
457	0.4725328022
458	0.4725148236
459	0.4723297048
460	0.4721160465
461	0.4720492893
462	0.4718724357
463	0.471808151
464	0.4717015514
465	0.4716552099
466	0.4716366662
467	0.4715271703
468	0.471449958
469	0.4713368592
470	0.4712660401
471	0.4711822227
472	0.4711388835
473	0.4710451762
474	0.4709676813
475	0.4708425027
476	0.4707731318
477	0.4707327595
478	0.4707022066
479	0.4706613753
480	0.4705541399
481	0.4704764331
482	0.4703961832
483	0.4703047011
484	0.4702517898
485	0.470181995
486	0.4700344933
487	0.4699286355
488	0.4699063831
489	0.4697684535
490	0.4697345451
491	0.4697009546
492	0.4696005715
493	0.4694793842
494	0.4694282744
495	0.4693189904
496	0.4692787594
497	0.4692259188
498	0.4691105595
499	0.4689917741
500	0.4689427835
501	0.4688695272
502	0.4687337522
503	0.4686946162
504	0.4685399444
505	0.4684525949
506	0.4684062887
507	0.4683875331
508	0.4683033625
509	0.4682366406
510	0.4682094786
511	0.4680885739
512	0.4680010124
513	0.467916418
514	0.4678469764
515	0.4677110955
516	0.4676455039
517	0.46748896
518	0.4674203308
519	0.4673422707
520	0.4673091041
521	0.4671641456
522	0.4670309844
523	0.4669609776
524	0.4669156958
525	0.4668262623
526	0.4667619069
527	0.4666879089
528	0.4666060695
529	0.4665192851
530	0.4664440155
531	0.4663742913
532	0.4662637357
533	0.4661750087
534	0.4661116423
535	0.4660080097
536	0.4659049776
537	0.4658252575
538	0.4657392149
539	0.4656428584
540	0.4655543433
541	0.4655145363
542	0.4654150716
543	0.4653809865
544	0.4652856544
545	0.4652232417
546	0.4651870728
547	0.4651100017
548	0.4649968324
549	0.4649439211
550	0.4648834511
551	0.464880802
552	0.4647842337
553	0.4646745611
554	0.4646686978
555	0.4645895075
556	0.4644873937
557	0.4643764143
558	0.4642981423
559	0.4642723225
560	0.4642096625
561	0.4641275053
562	0.4639590934
563	0.4639120102
564	0.4638300648
565	0.4637629544
566	0.4636984931
567	0.463658686
568	0.4635865247
569	0.4635360153
570	0.4635186019
571	0.463489815
572	0.4634208679
573	0.4633411478
574	0.4632304156
575	0.4631427482
576	0.4630468157
577	0.4629896658
578	0.4629169747
579	0.4628583414
580	0.4628263403
581	0.4627872396
582	0.4627742767
583	0.4627212595
584	0.4626515706
585	0.4626392788
586	0.4625838951
587	0.4625279109
588	0.4624529238
589	0.4624119865
590	0.4623674463
591	0.462324425
592	0.4623055988
593	0.462220086
594	0.4621393062
595	0.4620931413
596	0.4620332011
597	0.4619806078
598	0.4619354319
599	0.4618877128
600	0.461792522
601	0.4616632462
602	0.4616155271
603	0.4615195592
604	0.4613030045
605	0.4612086967
606	0.4611846429
607	0.4611579754
608	0.4610729571
609	0.4609886452
610	0.4609353807
611	0.4608127453
612	0.4607342261
613	0.4606997878
614	0.4606509738
615	0.4605633771
616	0.4605474825
617	0.4604835863
618	0.4604219861
619	0.4602744138
620	0.4602231626
621	0.460120519
622	0.4600446842
623	0.4599476567
624	0.4598840784
625	0.459780799
626	0.4596953569
627	0.4596438585
628	0.4595120395
629	0.4594122569
630	0.4593838233
631	0.4593059045
632	0.459253629
633	0.459171825
634	0.4591374574
635	0.4590956017
636	0.4590560065
637	0.4589207967
638	0.4588201311
639	0.4587274128
640	0.458701381
641	0.4585530316
642	0.4584635629
643	0.4584093447
644	0.4583150722
645	0.4582788679
646	0.4582382485
647	0.4581638266
648	0.4581227479
649	0.4580603352
650	0.4580038918
651	0.457945859
652	0.4578507741
653	0.4577564663
654	0.4577431855
655	0.4576160643
656	0.4575547112
657	0.4574873183
658	0.4574120133
659	0.4573374148
660	0.4572984554
661	0.4571646584
662	0.4570964177
663	0.4570069843
664	0.4568991131
665	0.4567714267
666	0.4566655336
667	0.4565252375
668	0.4564569261
669	0.4564423031
670	0.45640843
671	0.4563284274
672	0.4562666504
673	0.4562213686
674	0.4561545407
675	0.4560848165
676	0.4559910386
677	0.4559351956
678	0.455885216
679	0.4558097698
680	0.4557630044
681	0.4556748426
682	0.4556215781
683	0.4555372662
684	0.4555169565
685	0.4553444474
686	0.4553198638
687	0.4552878627
688	0.4551855723
689	0.4550955384
690	0.4550945847
691	0.4550933838
692	0.4550267326
693	0.4549889035
694	0.4548660914
695	0.4547671212
696	0.4546972911
697	0.4546335008
698	0.4545034479
699	0.4544441082
700	0.4543636463
701	0.4543449261
702	0.4543062846
703	0.4542578944
704	0.4541581472
705	0.4541054478
706	0.4540670536
707	0.454059177
708	0.4539859913
709	0.4539670238
710	0.4539354112
711	0.4539022092
712	0.4537949385
713	0.4536898931
714	0.4535568379
715	0.4534350854
716	0.4533990931
717	0.4533249184
718	0.4531952187
719	0.4531401175
720	0.4530307628
721	0.4529876709
722	0.4529070678
723	0.4528121242
724	0.4527569524
725	0.4526950695
726	0.4526526133
727	0.4525877635
728	0.4524857556
729	0.4524348224
730	0.4523638973
731	0.4522597701
732	0.4522042098
733	0.4521151649
734	0.4520989171
735	0.4520140754
736	0.4519906221
737	0.4519237942
738	0.4518293805
739	0.4517405475
740	0.4516814903
741	0.4516303098
742	0.4516008872
743	0.4515258295
744	0.4514875059
745	0.4514366432
746	0.4513474924
747	0.4513156326
748	0.4512653351
749	0.4511913723
750	0.4510806755
751	0.4510647103
752	0.4510047701
753	0.4508821346
754	0.4508464955
755	0.4507839768
756	0.4507183499
757	0.450580385
758	0.4505063869
759	0.4504832515
760	0.4504162824
761	0.4502937529
762	0.4502430315
763	0.4501894492
764	0.4500958831
765	0.4500466099
766	0.4499768151
767	0.4499431186
768	0.4498940221
769	0.4498216841
770	0.4498177281
771	0.4497746362
772	0.4496569457
773	0.4495786031
774	0.4495087376
775	0.4493994889
776	0.4492619832
777	0.4492184674
778	0.4491531584
779	0.4490669392
780	0.448976658
781	0.4489227577
782	0.4488570602
783	0.448802065
784	0.4487529331
785	0.4486425894
786	0.4485654478
787	0.448489719
788	0.4484138489
789	0.4483839671
790	0.4483563812
791	0.4482513357
792	0.4481934795
793	0.4481319145
794	0.4480417746
795	0.4480108332
796	0.4479671408
797	0.4478729389
798	0.447792689
799	0.4476987344
800	0.4476676517
801	0.4475864834
802	0.4474602452
803	0.4474117844
804	0.4473682333
805	0.447342696
806	0.4472590906
807	0.4472381097
808	0.4471782755
809	0.4470967893
810	0.4470512249
811	0.4470006448
812	0.4469407753
813	0.4469320509
814	0.4468715456
815	0.4468310321
816	0.4468011503
817	0.446707231
818	0.4466710974
819	0.4466072365
820	0.446561884
821	0.446536594
822	0.4465006722
823	0.4464161484
824	0.4463320132
825	0.4462442751
826	0.4461679105
827	0.4460359503
828	0.4460343961
829	0.445865066
830	0.4458255415
831	0.4457628815
832	0.4456677967
833	0.4455967656
834	0.4454922853
835	0.4454414226
836	0.4453643516
837	0.445311511
838	0.4452796512
839	0.4451966462
840	0.4451240963
841	0.445117244
842	0.4450951682
843	0.4450424689
844	0.4450209582
845	0.4449753231
846	0.4449398253
847	0.4448672401
848	0.4448134104
849	0.4447541413
850	0.4446956493
851	0.4446123618
852	0.4445773584
853	0.444467156
854	0.4443923102
855	0.4443184181
856	0.4442926336
857	0.4442149621
858	0.4441918974
859	0.4441522669
860	0.4440183993
861	0.444004624
862	0.4439282594
863	0.4438826596
864	0.4437257272
865	0.4436490094
866	0.4435763182
867	0.4435278221
868	0.443361459
869	0.443294949
870	0.4432232821
871	0.4431794131
872	0.4431089472
873	0.4430642658
874	0.443016794
875	0.4429074747
876	0.442856824
877	0.442774596
878	0.4427405463
879	0.4426293197
880	0.442558995
881	0.442487646
882	0.4424040759
883	0.4423640922
884	0.4423202939
885	0.4422620491
886	0.4422500045
887	0.4421658339
888	0.4420814161
889	0.4420474017
890	0.4419527407
891	0.4418227937
892	0.4417327598
893	0.4416529691
894	0.4415691517
895	0.4415182184
896	0.4414566181
897	0.4414030004
898	0.441352703
899	0.4413093991
900	0.441256841
901	0.4411527139
902	0.4410797755
903	0.4409939801
904	0.440961202
905	0.4408764309
906	0.440812782
907	0.4407687364
908	0.4406494564
909	0.4406323963
910	0.4404681877
911	0.4403719372
912	0.4403242535
913	0.4402834928
914	0.4402005584
915	0.4401786239
916	0.4401143392
917	0.4400876363
918	0.4399670495
919	0.4399241341
920	0.4398448379
921	0.4397903019
922	0.4396610966
923	0.4396326277
924	0.4395931385
925	0.439503811
926	0.4393895467
927	0.4392985944
928	0.4391667048
929	0.4390620479
930	0.4389999531
931	0.438946618
932	0.4388964618
933	0.4388614584
934	0.4388454932
935	0.4388110549
936	0.4387460638
937	0.4386586437
938	0.4386309165
939	0.4385683625
940	0.4385413417
941	0.4383880121
942	0.4383127778
943	0.4382647055
944	0.4382089686
945	0.4381689142
946	0.438046738
947	0.4379712917
948	0.4379141419
949	0.4378462897
950	0.4377794619
951	0.437697128
952	0.4376172666
953	0.4375624833
954	0.4375293167
955	0.4374916289
956	0.4373941775
957	0.4373131152
958	0.4372676567
959	0.437175892
960	0.4371211794
961	0.4370683741
962	0.4369683442
963	0.4369145499
964	0.4367625625
965	0.4367253692
966	0.4366631684
967	0.4365614079
968	0.4364217122
969	0.4363925369
970	0.4363047988
971	0.4362543247
972	0.4362297765
973	0.4361243071
974	0.4360430682
975	0.4359591449
976	0.4358890675
977	0.4358127735
978	0.4357228456
979	0.4356533333
980	0.4355950532
981	0.4354605851
982	0.4354233565
983	0.435333252
984	0.4352968357
985	0.4351838077
986	0.4350701085
987	0.4349949095
988	0.4349012375
989	0.4348515405
990	0.434780686
991	0.4347466716
992	0.4346149586
993	0.4345405013
994	0.4345132333
995	0.4344215393
996	0.434317059
997	0.4342171351
998	0.4341132553
999	0.4340386921
