회사명,회계년도,운전자산총자본비율,이익잉여금총자산비율,총자산이익율,시장가부채비율,매출액회전율,부도기사비율,부도예측결과
녹원씨엔아이,2020/12,-0.34568893413854423,-0.10111500839104667,-0.28578093664097803,0.11512569177361255,-0.5983339853850993,0.2998551142152138,부도
